flight_id,flight_no,actual_departure,actual_arrival,aircraft_code,departure_airport,arrival_airport,fare_conditions,range,count_seats,sum_amount,travel_time
157585,PG0073,2017-07-22T08:52:00Z,2017-07-22T13:51:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,299.0
157585,PG0073,2017-07-22T08:52:00Z,2017-07-22T13:51:00Z,733,KRR,NOZ,Economy,4200,1300,45630000.00,299.0
157586,PG0073,2017-02-11T11:28:00Z,2017-02-11T16:22:00Z,733,KRR,NOZ,Economy,4200,1560,54756000.00,294.0
157587,PG0073,2017-01-28T08:58:00Z,2017-01-28T13:51:00Z,733,KRR,NOZ,Business,4200,260,27404000.00,293.0
157587,PG0073,2017-01-28T08:58:00Z,2017-01-28T13:51:00Z,733,KRR,NOZ,Economy,4200,1170,41522000.00,293.0
157588,PG0073,2017-03-18T08:55:00Z,2017-03-18T13:50:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,295.0
157588,PG0073,2017-03-18T08:55:00Z,2017-03-18T13:50:00Z,733,KRR,NOZ,Economy,4200,1430,50193000.00,295.0
157589,PG0073,2016-10-01T08:51:00Z,2016-10-01T13:45:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,294.0
157589,PG0073,2016-10-01T08:51:00Z,2016-10-01T13:45:00Z,733,KRR,NOZ,Economy,4200,1430,50193000.00,294.0
157590,PG0073,2017-06-24T08:54:00Z,2017-06-24T13:43:00Z,733,KRR,NOZ,Economy,4200,1560,55211000.00,289.0
157591,PG0073,2016-10-22T08:52:00Z,2016-10-22T13:50:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,298.0
157591,PG0073,2016-10-22T08:52:00Z,2016-10-22T13:50:00Z,733,KRR,NOZ,Economy,4200,1300,46085000.00,298.0
157592,PG0073,2017-04-01T08:51:00Z,2017-04-01T13:47:00Z,733,KRR,NOZ,Economy,4200,1430,50193000.00,296.0
157593,PG0073,2017-05-06T08:51:00Z,2017-05-06T13:47:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,296.0
157593,PG0073,2017-05-06T08:51:00Z,2017-05-06T13:47:00Z,733,KRR,NOZ,Economy,4200,1430,51103000.00,296.0
157594,PG0073,2017-07-15T08:57:00Z,2017-07-15T13:51:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,294.0
157594,PG0073,2017-07-15T08:57:00Z,2017-07-15T13:51:00Z,733,KRR,NOZ,Economy,4200,1430,50648000.00,294.0
157595,PG0073,,,733,KRR,NOZ,Economy,4200,1430,50648000.00,
157596,PG0073,2017-06-03T08:54:00Z,2017-06-03T13:50:00Z,733,KRR,NOZ,Economy,4200,1430,50648000.00,296.0
157597,PG0073,2016-12-24T08:56:00Z,2016-12-24T13:51:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,295.0
157597,PG0073,2016-12-24T08:56:00Z,2016-12-24T13:51:00Z,733,KRR,NOZ,Economy,4200,1300,45630000.00,295.0
157598,PG0073,2017-02-04T08:53:00Z,2017-02-04T13:52:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,299.0
157598,PG0073,2017-02-04T08:53:00Z,2017-02-04T13:52:00Z,733,KRR,NOZ,Economy,4200,1430,50193000.00,299.0
157599,PG0073,2016-08-20T11:14:00Z,2016-08-20T16:12:00Z,733,KRR,NOZ,Business,4200,260,27404000.00,298.0
157599,PG0073,2016-08-20T11:14:00Z,2016-08-20T16:12:00Z,733,KRR,NOZ,Economy,4200,910,31941000.00,298.0
157600,PG0073,2016-12-03T08:52:00Z,2016-12-03T13:46:00Z,733,KRR,NOZ,Business,4200,260,27404000.00,294.0
157600,PG0073,2016-12-03T08:52:00Z,2016-12-03T13:46:00Z,733,KRR,NOZ,Economy,4200,1300,45630000.00,294.0
157601,PG0073,2016-12-10T08:55:00Z,2016-12-10T13:51:00Z,733,KRR,NOZ,Economy,4200,1560,54756000.00,296.0
157602,PG0073,2017-08-12T08:56:00Z,2017-08-12T13:47:00Z,733,KRR,NOZ,Economy,4200,1560,55211000.00,291.0
157603,PG0073,2016-11-12T12:08:00Z,2016-11-12T17:00:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,292.0
157603,PG0073,2016-11-12T12:08:00Z,2016-11-12T17:00:00Z,733,KRR,NOZ,Economy,4200,1300,46540000.00,292.0
157604,PG0073,,,733,KRR,NOZ,Business,4200,260,27404000.00,
157604,PG0073,,,733,KRR,NOZ,Economy,4200,1300,46085000.00,
157605,PG0073,2016-09-17T08:53:00Z,2016-09-17T13:47:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,294.0
157605,PG0073,2016-09-17T08:53:00Z,2016-09-17T13:47:00Z,733,KRR,NOZ,Economy,4200,1300,45630000.00,294.0
157606,PG0073,2017-07-01T08:50:00Z,2017-07-01T13:49:00Z,733,KRR,NOZ,Economy,4200,1560,55211000.00,299.0
157607,PG0073,2017-04-22T08:56:00Z,2017-04-22T13:48:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,292.0
157607,PG0073,2017-04-22T08:56:00Z,2017-04-22T13:48:00Z,733,KRR,NOZ,Economy,4200,1430,50648000.00,292.0
157608,PG0073,2017-05-27T08:50:00Z,2017-05-27T13:44:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,294.0
157608,PG0073,2017-05-27T08:50:00Z,2017-05-27T13:44:00Z,733,KRR,NOZ,Economy,4200,1430,50193000.00,294.0
157609,PG0073,2017-05-13T08:55:00Z,2017-05-13T13:45:00Z,733,KRR,NOZ,Economy,4200,1560,54756000.00,290.0
157610,PG0073,2017-02-18T08:52:00Z,2017-02-18T13:41:00Z,733,KRR,NOZ,Business,4200,390,41106000.00,289.0
157610,PG0073,2017-02-18T08:52:00Z,2017-02-18T13:41:00Z,733,KRR,NOZ,Economy,4200,1170,42432000.00,289.0
157611,PG0073,2017-06-17T08:54:00Z,2017-06-17T13:51:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,297.0
157611,PG0073,2017-06-17T08:54:00Z,2017-06-17T13:51:00Z,733,KRR,NOZ,Economy,4200,1300,46085000.00,297.0
157612,PG0073,2016-12-31T08:57:00Z,2016-12-31T13:55:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,298.0
157612,PG0073,2016-12-31T08:57:00Z,2016-12-31T13:55:00Z,733,KRR,NOZ,Economy,4200,1430,50193000.00,298.0
157613,PG0073,2017-04-29T08:55:00Z,2017-04-29T13:48:00Z,733,KRR,NOZ,Business,4200,130,13702000.00,293.0
157613,PG0073,2017-04-29T08:55:00Z,2017-04-29T13:48:00Z,733,KRR,NOZ,Economy,4200,1430,50648000.00,293.0
157614,PG0073,2017-03-25T08:53:00Z,2017-03-25T13:46:00Z,733,KRR,NOZ,Economy,4200,1430,50648000.00,293.0
157615,PG0073,2017-06-10T08:57:00Z,2017-06-10T13:49:00Z,733,KRR,NOZ,Business,4200,390,41106000.00,292.0
157615,PG0073,2017-06-10T08:57:00Z,2017-06-10T13:49:00Z,733,KRR,NOZ,Economy,4200,1040,36504000.00,292.0
157616,PG0073,2017-04-08T08:53:00Z,2017-04-08T13:49:00Z,733,KRR,NOZ,Business,4200,260,27404000.00,296.0
157616,PG0073,2017-04-08T08:53:00Z,2017-04-08T13:49:00Z,733,KRR,NOZ,Economy,4200,1300,46540000.00,296.0
157617,PG0073,2017-03-11T08:54:00Z,2017-03-11T13:48:00Z,733,KRR,NOZ,Business,4200,260,27404000.00,294.0
157617,PG0073,2017-03-11T08:54:00Z,2017-03-11T13:48:00Z,733,KRR,NOZ,Economy,4200,1300,46085000.00,294.0
176401,PG0182,2016-11-03T02:54:00Z,2016-11-03T03:55:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176402,PG0182,2017-03-28T02:54:00Z,2017-03-28T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176403,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176404,PG0182,2017-03-13T02:57:00Z,2017-03-13T03:56:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176405,PG0182,2016-10-28T02:54:00Z,2016-10-28T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176406,PG0182,2017-06-04T02:54:00Z,2017-06-04T03:55:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176407,PG0182,2017-04-25T02:51:00Z,2017-04-25T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176408,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176409,PG0182,2017-08-03T02:51:00Z,2017-08-03T03:50:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176410,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176411,PG0182,2017-01-03T02:52:00Z,2017-01-03T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176412,PG0182,2017-01-18T06:19:00Z,2017-01-18T07:19:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176413,PG0182,2016-11-28T02:52:00Z,2016-11-28T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176414,PG0182,2017-03-07T02:50:00Z,2017-03-07T03:50:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176415,PG0182,2016-12-16T02:53:00Z,2016-12-16T03:54:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176416,PG0182,2017-07-06T02:52:00Z,2017-07-06T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176417,PG0182,2017-02-07T02:52:00Z,2017-02-07T03:51:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176418,PG0182,2017-04-10T02:51:00Z,2017-04-10T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176419,PG0182,2016-08-18T02:54:00Z,2016-08-18T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176420,PG0182,2016-11-11T02:52:00Z,2016-11-11T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176421,PG0182,2017-01-27T02:52:00Z,2017-01-27T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176422,PG0182,2017-07-22T02:52:00Z,2017-07-22T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176423,PG0182,2017-03-10T02:52:00Z,2017-03-10T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176424,PG0182,2017-05-21T02:54:00Z,2017-05-21T03:53:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176425,PG0182,2016-12-21T02:54:00Z,2016-12-21T03:53:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176426,PG0182,2017-02-22T02:51:00Z,2017-02-22T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176427,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176428,PG0182,2016-09-03T02:52:00Z,2016-09-03T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176429,PG0182,2017-02-20T02:52:00Z,2017-02-20T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176430,PG0182,2017-04-28T06:44:00Z,2017-04-28T07:44:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176431,PG0182,2017-04-23T02:52:00Z,2017-04-23T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176432,PG0182,2017-04-01T02:53:00Z,2017-04-01T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176433,PG0182,2017-03-18T02:53:00Z,2017-03-18T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176434,PG0182,2016-12-03T02:52:00Z,2016-12-03T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176435,PG0182,2017-08-14T02:53:00Z,2017-08-14T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176436,PG0182,2016-09-13T02:56:00Z,2016-09-13T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176437,PG0182,2016-12-07T02:52:00Z,2016-12-07T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176438,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176439,PG0182,2017-04-08T05:39:00Z,2017-04-08T06:39:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176440,PG0182,2017-04-03T02:53:00Z,2017-04-03T03:52:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176441,PG0182,2017-04-04T02:51:00Z,2017-04-04T03:50:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176442,PG0182,2017-01-24T02:51:00Z,2017-01-24T03:52:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176443,PG0182,2016-09-06T02:53:00Z,2016-09-06T03:54:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176444,PG0182,2017-08-13T02:51:00Z,2017-08-13T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176445,PG0182,2016-10-15T02:51:00Z,2016-10-15T03:50:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176446,PG0182,2017-02-01T02:54:00Z,2017-02-01T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176447,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176448,PG0182,2016-10-12T02:53:00Z,2016-10-12T03:52:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176449,PG0182,2016-08-28T02:51:00Z,2016-08-28T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176450,PG0182,2017-03-25T02:52:00Z,2017-03-25T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176451,PG0182,2017-07-07T02:53:00Z,2017-07-07T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176452,PG0182,2017-05-09T02:51:00Z,2017-05-09T03:52:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176453,PG0182,2017-02-26T02:55:00Z,2017-02-26T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176454,PG0182,2017-08-06T02:55:00Z,2017-08-06T03:54:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176455,PG0182,2017-04-06T02:56:00Z,2017-04-06T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176456,PG0182,2016-09-27T02:56:00Z,2016-09-27T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176457,PG0182,2017-01-31T02:54:00Z,2017-01-31T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176458,PG0182,2017-06-02T02:52:00Z,2017-06-02T03:53:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176459,PG0182,2017-01-08T02:50:00Z,2017-01-08T03:50:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176460,PG0182,2017-01-04T02:52:00Z,2017-01-04T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176461,PG0182,2017-07-18T02:53:00Z,2017-07-18T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176462,PG0182,2017-06-11T02:53:00Z,2017-06-11T03:52:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176463,PG0182,2017-01-22T06:16:00Z,2017-01-22T07:17:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176464,PG0182,2016-11-10T02:52:00Z,2016-11-10T03:51:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176465,PG0182,2016-12-08T02:52:00Z,2016-12-08T03:53:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176466,PG0182,2017-08-08T02:52:00Z,2017-08-08T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176467,PG0182,2017-05-08T02:54:00Z,2017-05-08T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176468,PG0182,2016-10-17T02:53:00Z,2016-10-17T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176469,PG0182,2017-02-04T02:52:00Z,2017-02-04T03:51:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176470,PG0182,2016-10-10T02:52:00Z,2016-10-10T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176471,PG0182,2017-04-16T02:54:00Z,2017-04-16T03:55:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176472,PG0182,2016-11-01T02:51:00Z,2016-11-01T03:52:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176473,PG0182,2017-07-09T02:57:00Z,2017-07-09T03:56:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176474,PG0182,2017-04-30T02:53:00Z,2017-04-30T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176475,PG0182,2016-08-21T02:53:00Z,2016-08-21T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176476,PG0182,2017-03-09T02:55:00Z,2017-03-09T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176477,PG0182,2017-06-23T02:54:00Z,2017-06-23T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176478,PG0182,2016-10-16T02:54:00Z,2016-10-16T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176479,PG0182,2017-04-29T02:50:00Z,2017-04-29T03:49:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176480,PG0182,2016-09-10T02:51:00Z,2016-09-10T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176481,PG0182,2016-11-19T02:54:00Z,2016-11-19T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176482,PG0182,2017-07-28T02:51:00Z,2017-07-28T03:52:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176483,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176484,PG0182,2017-01-10T02:54:00Z,2017-01-10T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176485,PG0182,2016-12-19T02:56:00Z,2016-12-19T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176486,PG0182,2016-08-16T06:36:00Z,2016-08-16T07:36:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176487,PG0182,2017-05-06T02:51:00Z,2017-05-06T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176488,PG0182,2017-01-29T02:51:00Z,2017-01-29T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176489,PG0182,2017-01-12T02:54:00Z,2017-01-12T03:53:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176490,PG0182,2016-09-21T02:50:00Z,2016-09-21T03:49:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176491,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176492,PG0182,2016-12-18T02:51:00Z,2016-12-18T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176493,PG0182,2017-04-26T02:51:00Z,2017-04-26T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176494,PG0182,2017-04-12T06:07:00Z,2017-04-12T07:06:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176495,PG0182,2016-09-09T02:52:00Z,2016-09-09T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176496,PG0182,2017-06-28T02:53:00Z,2017-06-28T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176497,PG0182,2017-07-23T02:54:00Z,2017-07-23T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176498,PG0182,2017-07-05T02:51:00Z,2017-07-05T03:50:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176499,PG0182,2017-02-14T02:54:00Z,2017-02-14T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176500,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176501,PG0182,2017-03-01T02:51:00Z,2017-03-01T03:52:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176502,PG0182,2017-02-03T02:56:00Z,2017-02-03T03:55:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176503,PG0182,2017-06-09T02:58:00Z,2017-06-09T03:58:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176504,PG0182,2017-05-30T02:55:00Z,2017-05-30T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176505,PG0182,2017-06-07T02:55:00Z,2017-06-07T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176506,PG0182,2016-10-14T02:52:00Z,2016-10-14T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176507,PG0182,2017-03-19T02:53:00Z,2017-03-19T03:52:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176508,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176509,PG0182,2017-04-14T02:54:00Z,2017-04-14T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176510,PG0182,2016-08-23T02:55:00Z,2016-08-23T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176511,PG0182,2017-05-25T02:56:00Z,2017-05-25T03:55:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176512,PG0182,2016-11-05T02:52:00Z,2016-11-05T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176513,PG0182,2017-07-20T02:53:00Z,2017-07-20T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176514,PG0182,2017-06-24T02:51:00Z,2017-06-24T03:50:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176515,PG0182,2016-11-26T02:50:00Z,2016-11-26T03:49:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176516,PG0182,2017-07-01T02:52:00Z,2017-07-01T03:53:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176517,PG0182,2017-07-27T02:53:00Z,2017-07-27T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176518,PG0182,2016-12-10T02:55:00Z,2016-12-10T03:56:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176519,PG0182,2017-02-02T02:51:00Z,2017-02-02T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176520,PG0182,2017-01-02T02:53:00Z,2017-01-02T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176521,PG0182,2016-09-02T02:54:00Z,2016-09-02T03:53:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176522,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176523,PG0182,2017-05-24T02:50:00Z,2017-05-24T03:50:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176524,PG0182,2016-11-12T02:53:00Z,2016-11-12T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176525,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176526,PG0182,2016-10-22T02:52:00Z,2016-10-22T03:51:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176527,PG0182,2016-12-12T02:57:00Z,2016-12-12T03:57:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176528,PG0182,2016-11-07T06:04:00Z,2016-11-07T07:05:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176529,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176530,PG0182,2017-03-15T02:56:00Z,2017-03-15T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176531,PG0182,2017-05-16T02:54:00Z,2017-05-16T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176532,PG0182,2016-10-09T02:50:00Z,2016-10-09T03:49:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176533,PG0182,2016-12-09T02:52:00Z,2016-12-09T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176534,PG0182,2017-07-17T02:54:00Z,2017-07-17T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176535,PG0182,2016-11-23T02:55:00Z,2016-11-23T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176536,PG0182,2017-05-19T02:51:00Z,2017-05-19T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176537,PG0182,2017-06-12T02:51:00Z,2017-06-12T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176538,PG0182,2017-03-03T02:55:00Z,2017-03-03T03:56:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176539,PG0182,2016-11-02T06:34:00Z,2016-11-02T07:34:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176540,PG0182,2016-11-15T02:55:00Z,2016-11-15T03:54:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176541,PG0182,2017-03-30T02:55:00Z,2017-03-30T03:56:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176542,PG0182,2017-07-08T02:52:00Z,2017-07-08T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176543,PG0182,2016-09-22T02:54:00Z,2016-09-22T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176544,PG0182,2017-04-05T02:50:00Z,2017-04-05T03:49:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176545,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176546,PG0182,2016-10-26T02:52:00Z,2016-10-26T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176547,PG0182,2016-12-30T02:56:00Z,2016-12-30T03:57:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176548,PG0182,2016-12-20T02:54:00Z,2016-12-20T03:55:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176549,PG0182,2017-05-03T02:54:00Z,2017-05-03T03:55:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176550,PG0182,2016-12-14T02:53:00Z,2016-12-14T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176551,PG0182,2017-02-15T02:51:00Z,2017-02-15T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176552,PG0182,2017-07-15T02:56:00Z,2017-07-15T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176553,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176554,PG0182,2016-08-31T02:50:00Z,2016-08-31T03:49:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176555,PG0182,2016-11-22T02:52:00Z,2016-11-22T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176556,PG0182,2017-01-20T02:52:00Z,2017-01-20T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176557,PG0182,2017-02-09T02:54:00Z,2017-02-09T03:54:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176558,PG0182,2017-07-10T02:53:00Z,2017-07-10T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176559,PG0182,2017-01-07T02:51:00Z,2017-01-07T03:50:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176560,PG0182,2016-10-01T02:51:00Z,2016-10-01T03:51:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176561,PG0182,2017-01-09T02:52:00Z,2017-01-09T03:52:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176562,PG0182,2017-03-21T02:53:00Z,2017-03-21T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176563,PG0182,2017-08-05T02:52:00Z,2017-08-05T03:51:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176564,PG0182,2017-03-11T02:51:00Z,2017-03-11T03:52:00Z,CN1,TOF,NOZ,,1200,12,,61.0
176565,PG0182,2017-04-21T02:55:00Z,2017-04-21T03:55:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176566,PG0182,2016-11-08T02:52:00Z,2016-11-08T03:51:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176567,PG0182,2016-09-12T02:53:00Z,2016-09-12T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176568,PG0182,2017-06-14T02:53:00Z,2017-06-14T03:53:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176569,PG0182,2016-09-19T02:56:00Z,2016-09-19T03:56:00Z,CN1,TOF,NOZ,,1200,12,,60.0
176570,PG0182,,,CN1,TOF,NOZ,,1200,12,,
176571,PG0182,2016-09-05T02:53:00Z,2016-09-05T03:52:00Z,CN1,TOF,NOZ,,1200,12,,59.0
176572,PG0182,2017-02-05T02:54:00Z,2017-02-05T03:55:00Z,CN1,TOF,NOZ,,1200,12,,61.0
